subset_idx,scene_token,frame_idx,scene_frame_label,sample_token
685,0264,136,scene-0264-frame-0136,2a1fa0d672fb49d1a1dd23f22dc36ba5
686,0264,146,scene-0264-frame-0146,dc7b7c5b9dc3403dbf291108d97851cc
687,0264,156,scene-0264-frame-0156,7a65692c5dc343c6a610f68532ca5464
688,0265,0,scene-0265-frame-0000,14e82364dcca43cbbc98d95df119d0e5
689,0265,10,scene-0265-frame-0010,0c41b4dc1aa1430197058f8bbd52dec9
690,0265,20,scene-0265-frame-0020,01209e43d3ac495ba14df147933a5c7d
691,0265,32,scene-0265-frame-0032,b229b59ea3174f60939e6384e1026814
692,0265,42,scene-0265-frame-0042,1c85e805fc9947e3bc6e3dbf49671afb
693,0265,52,scene-0265-frame-0052,9ee9c22c0cf74e77b080bcb82d67b588
694,0265,62,scene-0265-frame-0062,10dc4327a67d45d48e9d3e9ee627287e
695,0265,72,scene-0265-frame-0072,9ac5e1651b8b4350b811b8a6296a1de2
696,0265,84,scene-0265-frame-0084,c0a9ba8297e7408e98f00e80aaf702d9
697,0265,94,scene-0265-frame-0094,5d460e0026644e35bc252bbf73784d89
698,0265,104,scene-0265-frame-0104,5d7befc77ac54e2e87e2635eb947f501
699,0265,114,scene-0265-frame-0114,4702d8db6b3746f5af4ce1b28f3ac541
700,0265,124,scene-0265-frame-0124,9a8c7211b3b04c09ad3307760cb7a998
701,0265,136,scene-0265-frame-0136,55fe46618bfa43ad9a78f0d9a8e6319c
702,0265,146,scene-0265-frame-0146,16d5a21f052f48b8abf2dae788bd72b5
703,0265,156,scene-0265-frame-0156,31d4a09ca4674b7cb764b86e201c2ea4
704,0266,0,scene-0266-frame-0000,84e1736a60334f6f8fa3c8e1f8dd9071
705,0266,10,scene-0266-frame-0010,33625645a87049ffb1b22455d28f4ba3
706,0266,20,scene-0266-frame-0020,2f641cbef16f4658a3f36999c04990c5
707,0266,32,scene-0266-frame-0032,07b42ecc835b4abda29612d3c411d5f4
708,0266,42,scene-0266-frame-0042,d0ddcd9a11e642fb85265301eac3d182
709,0266,52,scene-0266-frame-0052,4dc2a72032d448e3899ec55a868cabe3
710,0266,62,scene-0266-frame-0062,d75977a4a2b44d3d96b17ed3c997374e
711,0266,72,scene-0266-frame-0072,2a4115cf168f4ba8a41a27562e2d7b22
712,0266,84,scene-0266-frame-0084,13bd0170eccc47df9c7a778cfe0783a0
713,0266,94,scene-0266-frame-0094,1f5708950a3e42c0b679ffb1a8d2c488
714,0266,104,scene-0266-frame-0104,82ca308633de4a7fb5136c8d506a6a28
715,0266,114,scene-0266-frame-0114,5882a71ca319414d88567bee40ae3298
716,0266,124,scene-0266-frame-0124,c9aa986aa056407ea0a29329bc0cd67a
717,0266,136,scene-0266-frame-0136,bdf57b3bdbdd4897b11a47d67bdd483e
718,0266,146,scene-0266-frame-0146,8688b122dfab47ffb140d62bb2ef5678
719,0266,156,scene-0266-frame-0156,09c544e9b5d54ebca67b1bc6d6ab3d3c
720,0267,0,scene-0267-frame-0000,523bc0b50b584b1c8efdc901d1bf99f7
721,0267,10,scene-0267-frame-0010,b89278df94f5409c9ce96c3b7bd47b97
722,0267,20,scene-0267-frame-0020,ff26611437384df0a6a405216597abca
723,0267,32,scene-0267-frame-0032,71f28857301a48a59d8d92d103e79718
724,0267,42,scene-0267-frame-0042,2da8720dd41a423b92a14ea6ccce9698
725,0267,52,scene-0267-frame-0052,1ff6b19831914e1e9e43e026d850540d
726,0267,62,scene-0267-frame-0062,b14c19591e2040f5a70156e1471a1a4e
727,0267,72,scene-0267-frame-0072,953622b4331b41c7b29e8201bfde61c1
728,0267,84,scene-0267-frame-0084,270f3792323043baba9ab81c7d2c9165
729,0267,94,scene-0267-frame-0094,5e06676b21c74400b1c4bb280a25e22d
730,0267,104,scene-0267-frame-0104,60aa35a7926d4d409baad7bb5ac96f06
731,0267,114,scene-0267-frame-0114,3ef740ea96a24bce8a40fcdf67341d7b
732,0267,124,scene-0267-frame-0124,381bf9a5544a4f018b6534c73cbc5b7c
733,0267,136,scene-0267-frame-0136,527e775a48bc4f92a2a283cc3a416079
734,0267,146,scene-0267-frame-0146,3379c2db1e2149ebbe5de29bfefb703c
735,0267,156,scene-0267-frame-0156,9e913395e7414975bd7dff0a4dc02a23
736,0268,0,scene-0268-frame-0000,dcc64c14b2fe418db3dcf9295f215ac6
737,0268,10,scene-0268-frame-0010,b8590072d0824644b8556a27bc556bbd
738,0268,20,scene-0268-frame-0020,f2757cbcf3704ad9aea11969094e7a75
739,0268,32,scene-0268-frame-0032,9478880df4b646a68301a063f4fc1bc0
740,0268,42,scene-0268-frame-0042,975d8d5ee83244cc9b10e0e7e9be8d18
741,0268,52,scene-0268-frame-0052,5015e65c82674514a52bb230be2b0fc5
742,0268,62,scene-0268-frame-0062,d3c82654421a4d08bdcac4762918d1c3
743,0268,72,scene-0268-frame-0072,e11e72ff71b043f08ac639388f5dfd77
744,0268,84,scene-0268-frame-0084,3d81cf842a0045cab86cf55d56159305
745,0268,94,scene-0268-frame-0094,82b48f49d6f74fb6a1b39c6ec61fcf5c
746,0268,104,scene-0268-frame-0104,8160afbe0d1941d48b93258e1ce7ab0b
747,0268,114,scene-0268-frame-0114,b7a304a741c244b3a4bcb5ba4fce82d8
748,0268,124,scene-0268-frame-0124,a40c2a6a911b4325ae64ef6a646157e0
749,0268,136,scene-0268-frame-0136,f81354e05ca144e8a14919ff23731ac1
750,0268,146,scene-0268-frame-0146,28f4c41d34174ab8b093e9027b06b20c
751,0268,156,scene-0268-frame-0156,900d35692a43499cbf5b2d51ae9eb322
752,0269,0,scene-0269-frame-0000,88480492bf5342d089e29479be9eb689
753,0269,10,scene-0269-frame-0010,93c3a8729e38483687c1d733caf03d48
754,0269,20,scene-0269-frame-0020,15d36b07a7cf4e4384f33925e4ecafdb
755,0269,32,scene-0269-frame-0032,088a2b2d28034b3ca0508b4230679d2d
756,0269,42,scene-0269-frame-0042,551a92ae43ca4ca9b645e482aba60b43
757,0269,52,scene-0269-frame-0052,cd7901e3c4e64dd189764a822c9491f5
758,0269,62,scene-0269-frame-0062,df8ab12403c046b78cdda96e93fff623
759,0269,72,scene-0269-frame-0072,00d6e1f2de3542eabe0e25c68d42e7dd
760,0269,84,scene-0269-frame-0084,58eb9a9e2fe14b3ca19efd49f5b38234
761,0269,94,scene-0269-frame-0094,ac010500f5e14de98cb2a0158d987040
762,0269,104,scene-0269-frame-0104,51f41af927bd489f84806ad7e65a366f
763,0269,114,scene-0269-frame-0114,d6f347b5748744b1880a27d2eb5276e0
764,0269,124,scene-0269-frame-0124,5e0aa322ede04f8bb2980b6d05a68f30
765,0269,136,scene-0269-frame-0136,b1411c1163df4e87a6f89849ac2aa975
766,0269,146,scene-0269-frame-0146,f1ae357c2aad4b519208f2aa5fdd80fc
767,0269,156,scene-0269-frame-0156,85d9348ca9e34bea965037aec0d67682
